,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
101,136631010,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,5.0,,1.3087913,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.9982388
102,136572060,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3.0,,1.2350186,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
103,136933040,D (Online Security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,None,Urban,3.0,,1.525187,E. Drugs,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
104,137157160,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3.0,,0.6433405,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
105,136673160,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,,5.0,0.55155975,Spontaneous: None of these,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
106,147502040,D (Online Security),Female,3 years but less than 5 years,,No,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,,2.0,0.5841273,B. Poverty,Fairly safe,Fairly safe,A bit unsafe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
107,135260210,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,4.0,,0.52037907,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.42735237
108,136694030,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2.0,,0.8515504,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.5142137,Not a victim of crime,Fairly common,Fairly common,Fairly common,
109,136622010,A (Experiences of the police),Female,20 years or longer,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2.0,,0.71794266,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Fairly common,0.5356887
110,136762200,D (Online Security),Female,Less than 12 months,No,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,3.0,,0.33347502,J. The economy in general,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
111,136260220,B (Attitudes to the CJS),Male,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3.0,,0.95704406,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
112,136432170,A (Experiences of the police),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Cohabiting,65-74,White,Apprenticeship or A/AS level,Urban,1.0,,1.1781216,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,1.2311097
113,136573120,D (Online Security),Female,20 years or longer,Yes,No,Rent it,Single,25-34,White,O level/GCSE,Urban,2.0,,0.6706667,B. Poverty,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not at all common,
114,147587230,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,55-64,White,O level/GCSE,Urban,4.0,,0.60592234,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.8234244,Not a victim of crime,Not at all common,Not at all common,Not at all common,
115,137117340,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,Degree or diploma,Urban,5.0,,2.3821623,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
116,136674020,B (Attitudes to the CJS),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Rural,,3.0,0.69647264,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
117,136819130,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,Degree or diploma,Rural,,5.0,0.4892964,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
118,136603010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,1.0,,0.5035266,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-1.2152667
119,147249260,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3.0,,1.0792406,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
120,136341010,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,3.0,,0.41595834,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
121,137033100,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,2.0,,1.8805314,,,,,,,Fairly worried,Not very worried,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
122,136871120,D (Online Security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,2.0,,0.42370558,G. Unemployment,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
123,136394100,B (Attitudes to the CJS),Female,3 years but less than 5 years,,No,Rent it,Separate,45-54,White,None,Urban,2.0,,0.51580745,,,,,,,Not at all worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
124,135397160,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Divorced,45-54,White,Apprenticeship or A/AS level,Urban,1.0,,0.63691074,E. Drugs,Very unsafe,A bit unsafe,Fairly safe,,,,,,,,,Victim of crime,Fairly common,Fairly common,Very common,
125,135512290,A (Experiences of the police),Male,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Black or Black British,Degree or diploma,Urban,3.0,,1.1649181,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-1.2152667
126,136931080,D (Online Security),Male,Less than 12 months,No,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,55-64,White,Apprenticeship or A/AS level,Rural,5.0,,0.36994272,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
127,137107160,D (Online Security),Female,10 years but less than 20 years,,Yes,Rent it,Single,45-54,White,Apprenticeship or A/AS level,Urban,1.0,,1.7688594,I. Too few police,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
128,137067180,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,3.0,,0.39208242,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
129,136847020,B (Attitudes to the CJS),Male,20 years or longer,Yes,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,2.0,,2.1111271,,,,,,,Not very worried,Very worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
130,136915160,D (Online Security),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4.0,,1.6680762,G. Unemployment,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
131,136090080,D (Online Security),Female,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,White,Degree or diploma,Rural,5.0,,2.2807376,E. Drugs,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
132,136078290,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4.0,,1.1564713,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.0017428
133,137124030,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4.0,,1.1508183,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not at all common,Not at all common,Not at all common,
134,136590300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,5.0,,1.1697721,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135,137147240,D (Online Security),Female,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,3.0,,0.9913812,E. Drugs,Very safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136,147343010,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,O level/GCSE,Urban,1.0,,0.6459065,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,0.4431954
137,147501260,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,,3.0,0.57803744,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
138,136452240,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,3.0,,1.28565,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
139,137220110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,,3.0,0.7054465,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not very common,Not at all common,Not very common,
140,147595040,D (Online Security),Female,20 years or longer,,Yes,Rent it,Single,55-64,White,O level/GCSE,Urban,1.0,,0.4771664,E. Drugs,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
141,136572100,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5.0,,1.0244212,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
142,136740180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5.0,,0.7589197,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
143,136368260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,,O level/GCSE,Rural,4.0,,1.7277478,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
144,136243340,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,45-54,White,O level/GCSE,Rural,2.0,,1.0996217,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
145,147470140,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5.0,,0.72580177,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
146,136537280,D (Online Security),Female,20 years or longer,,No,Own it outright,Divorced,65-74,White,Other,Urban,,2.0,0.3042199,E. Drugs,Very unsafe,A bit unsafe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147,136091080,D (Online Security),Male,20 years or longer,,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,1.0,,1.4642494,J. The economy in general,Fairly safe,Very safe,Very unsafe,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
148,147332110,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4.0,,0.7215185,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.8234244,Victim of crime,Not at all common,Not at all common,Not at all common,
149,136223190,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Pay part rent and part mortgage (shared ownership),Separate,25-34,White,Degree or diploma,Urban,1.0,,0.7199966,,,,,Not at all worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.5027882,Victim of crime,Not at all common,Not at all common,Not at all common,
150,136059140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,3.0,,0.5495355,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
151,135494010,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Rent it,Cohabiting,45-54,White,O level/GCSE,Urban,5.0,,1.0532908,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
